,blockid,addrptid,strctid,x,y,huestimate,residential
5196,410079509005041,41007025672001001S002001A,41007025672001001S,-123.931190491,45.9819602966,2,1
5198,410079509004011,41007025673001001S001001A,41007025673001001S,-123.929763794,45.9819869995,1,1
5199,410079509005028,41007025674001001S003001A,41007025674001001S,-123.931892395,45.9818725586,3,1
5202,410079509005023,41007025675001001S001001A,41007025675001001S,-123.932632446,45.981918335,1,1
5203,410079511001061,41007025676001001S001001A,41007025676001001S,-123.907943726,45.9824943542,1,1
5204,410079509005028,41007025677001001S003001A,41007025677001001S,-123.93170166,45.9818382263,3,1
5207,410079509004011,41007025678001001S001001A,41007025678001001S,-123.930259705,45.9819145203,1,1
5208,410079509005041,41007025680001001S001001A,41007025680001001S,-123.930809021,45.9818916321,1,1
5209,410079509004010,41007025682001001S001001A,41007025682001001S,-123.928787231,45.9819374084,1,1
5210,410079511001061,41007025683001001S001001A,41007025683001001S,-123.908302307,45.9824752808,1,1
5211,410079509005026,41007025685001001S002001A,41007025685001001S,-123.933250427,45.98179245,2,1
5213,410079511001233,41007025687001001S002001A,41007025687001001S,-123.922958374,45.9820137024,2,1
5215,410079509004011,41007025688001001S002001A,41007025688001001S,-123.929855347,45.9818611145,2,1
5217,410079509005041,41007025689001001S002001A,41007025689001001S,-123.931358337,45.9817771912,2,1
5219,410079511001057,41007025690002001S002001A,41007025690002001S,-123.917274475,45.9806938171,2,1
5221,410079511001057,41007025690002002S002001A,41007025690002002S,-123.917274475,45.9806938171,2,1
5223,410079509005041,41007025691001001S001001A,41007025691001001S,-123.931167603,45.9817428589,1,1
5224,410079509005026,41007025692001001S012001A,41007025692001001S,-123.932945251,45.9817466736,12,1
5236,410079509004009,41007025693001001S001001A,41007025693001001S,-123.928138733,45.9816246033,1,1
5237,410079509005041,41007025694001001S001001A,41007025694001001S,-123.930976868,45.9817085266,1,1
5238,410079509004010,41007025696001001S001001A,41007025696001001S,-123.928840637,45.9818115234,1,1
5239,410079509004011,41007025697001001S001001A,41007025697001001S,-123.930259705,45.9817771912,1,1
5240,410079509005026,41007025698001001S001001A,41007025698001001S,-123.932731628,45.9816970825,1,1
5241,410079509005026,41007025699001001S002001A,41007025699001001S,-123.933303833,45.9816589355,2,1
5243,410079509005041,41007025700001001S001001A,41007025700001001S,-123.930763245,45.9817390442,1,1
5244,410079509004015,41007025703001001S001001A,41007025703001001S,-123.926651001,45.9817733765,1,1
5245,410079509004011,41007025704001001S001001A,41007025704001001S,-123.929862976,45.9817199707,1,1
5246,410079509005026,41007025705001001S002001A,41007025705001001S,-123.932907104,45.9815940857,2,1
5248,410079509005027,41007025707001001S001001A,41007025707001001S,-123.932296753,45.9816207886,1,1
5249,410079509004011,41007025708001001S002001A,41007025708001001S,-123.93032074,45.9816474915,2,1
5251,410079511001233,41007025710001001S001001A,41007025710001001S,-123.925872803,45.9818191528,1,1
5252,410079509004010,41007025712001001S001001A,41007025712001001S,-123.928886414,45.9816856384,1,1
5253,410079511001233,41007025713001001S001001A,41007025713001001S,-123.92490387,45.9816894531,1,1
5254,410079509005026,41007025716001001S003001A,41007025716001001S,-123.933319092,45.9815216064,3,1
5257,410079509005041,41007025717001001S001001A,41007025717001001S,-123.93081665,45.9816093445,1,1
5258,410079509005027,41007025718001001S001001A,41007025718001001S,-123.931945801,45.9814872742,1,1
5259,410079509004010,41007025719001001S002001A,41007025719001001S,-123.929321289,45.9816246033,2,1
5261,410079509004011,41007025721001001S001001A,41007025721001001S,-123.930046082,45.9815406799,1,1
5262,410079509005027,41007025724001001S001001A,41007025724001001S,-123.932350159,45.9814872742,1,1
5263,410079509005026,41007025727001001S001001A,41007025727001001S,-123.932914734,45.9814491272,1,1
5264,410079511001233,41007025728001001S002001A,41007025728001001S,-123.925895691,45.9815406799,2,1
5266,410079509004010,41007025729001001S001001A,41007025729001001S,-123.928939819,45.9815559387,1,1
5267,410079509004011,41007025730001001S001001A,41007025730001001S,-123.930374146,45.9815139771,1,1
5268,410079509005042,41007025732001001S002001A,41007025732001001S,-123.931411743,45.981388092,2,1
5270,410079509005026,41007025734001001S001001A,41007025734001001S,-123.933387756,45.9813919067,1,1
5271,410079509004010,41007025735001001S001001A,41007025735001001S,-123.929496765,45.9814414978,1,1
5272,410079509004010,41007025737001001S001001A,41007025737001001S,-123.92930603,45.9814071655,1,1
5273,410079509005027,41007025738001001S001001A,41007025738001001S,-123.932403564,45.9813537598,1,1
5274,410079509005042,41007025739001001S001001A,41007025739001001S,-123.931022644,45.9813461304,1,1
5275,410079509005026,41007025740001001S001001A,41007025740001001S,-123.932991028,45.9813194275,1,1
5276,410079509004010,41007025741001001S001001A,41007025741001001S,-123.929115295,45.9813728333,1,1
5277,410079511001233,41007025742001001S001001A,41007025742001001S,-123.925521851,45.9814796448,1,1
5278,410079511001233,41007025743001001S001001A,41007025743001001S,-123.925323486,45.9814796448,1,1
5279,410079509005026,41007025744001001S002001A,41007025744001001S,-123.933357239,45.9812393188,2,1
5281,410079509004010,41007025745001001S002001A,41007025745001001S,-123.928924561,45.981338501,2,1
5283,410079509005027,41007025746001001S001001A,41007025746001001S,-123.932006836,45.9813194275,1,1
5284,410079509004015,41007025747001001S001001A,41007025747001001S,-123.926704407,45.9814300537,1,1
5285,410079509004012,41007025748001001S013001A,41007025748001001S,-123.93032074,45.9811325073,13,1
5298,410079509005027,41007025749001001S001001A,41007025749001001S,-123.93245697,45.9812240601,1,1
5299,410079509005027,41007025750001001S001001A,41007025750001001S,-123.932037354,45.9812545776,1,1
5300,410079509004009,41007025751001001S001001A,41007025751001001S,-123.928581238,45.9812774658,1,1
5301,410079511001233,41007025752001001S001001A,41007025752001001S,-123.925056458,45.9814300537,1,1
5302,410079511001067,41007025753002001S004001A,41007025753002001S,-123.922706604,45.9797515869,4,1
5306,410079511001067,41007025753002002S004001A,41007025753002002S,-123.922706604,45.9797515869,4,1
5310,410079509005026,41007025754001001S001001A,41007025754001001S,-123.932998657,45.9811935425,1,1
5311,410079509004009,41007025755001001S001001A,41007025755001001S,-123.928390503,45.9812431335,1,1
5312,410079509005042,41007025756001001S001001A,41007025756001001S,-123.931488037,45.9811897278,1,1
5313,410079509005026,41007025757001001S006001A,41007025757001001S,-123.933387756,45.9811096191,6,1
5319,410079509005027,41007025758001001S001001A,41007025758001001S,-123.9320755,45.9811553955,1,1
5320,410079509004009,41007025760001001S001001A,41007025760001001S,-123.928100586,45.9811935425,1,1
5321,410079509004015,41007025761001001S001001A,41007025761001001S,-123.926719666,45.9812889099,1,1
5322,410079509005027,41007025762001001S001001A,41007025762001001S,-123.932502747,45.9810905457,1,1
5323,410079509005042,41007025764001001S001001A,41007025764001001S,-123.931106567,45.9811248779,1,1
5324,410079509004013,41007025765001001S004001A,41007025765001001S,-123.929527283,45.9810943604,4,1
5328,410079509005042,41007025766001001S001001A,41007025766001001S,-123.931541443,45.9810600281,1,1
5329,410079509005026,41007025767001001S002001A,41007025767001001S,-123.933456421,45.9809875488,2,1
5331,410079509005027,41007025769001001S001001A,41007025769001001S,-123.932128906,45.9810218811,1,1
5332,410079509004015,41007025770001001S001001A,41007025770001001S,-123.926742554,45.9811553955,1,1
5333,410079509004013,41007025771001001S005001A,41007025771001001S,-123.929161072,45.9809875488,5,1
5338,410079509005042,41007025772001001S001001A,41007025772001001S,-123.931159973,45.9809913635,1,1
5339,410079511001069,41007025773001001S001001A,41007025773001001S,-123.92603302,45.981086731,1,1
5340,410079511001069,41007025774001001S001001A,41007025774001001S,-123.925712585,45.9810943604,1,1
5341,410079511001069,41007025775001001S001001A,41007025775001001S,-123.925514221,45.9810943604,1,1
5342,410079511001069,41007025776001001S001001A,41007025776001001S,-123.925315857,45.981098175,1,1
5343,410079509005042,41007025781001001S001001A,41007025781001001S,-123.931594849,45.9809265137,1,1
5344,410079509005027,41007025782001001S001001A,41007025782001001S,-123.932174683,45.9808921814,1,1
5345,410079509004013,41007025784001001S009001A,41007025784001001S,-123.929656982,45.9807624817,9,1
5354,410079509004014,41007025785001001S003001A,41007025785001001S,-123.928627014,45.9808921814,3,1
5357,410079509004012,41007025786001001S002001A,41007025786001001S,-123.930618286,45.9808921814,2,1
5359,410079509004015,41007025787001001S001001A,41007025787001001S,-123.926757813,45.9810180664,1,1
5360,410079509005042,41007025790001001S001001A,41007025790001001S,-123.931213379,45.9808578491,1,1
5361,410079509004012,41007025796001001S004001A,41007025796001001S,-123.930213928,45.9808387756,4,1
5365,410079509005042,41007025800001001S001001A,41007025800001001S,-123.931648254,45.9807929993,1,1
5366,410079509005026,41007025801001001S053001A,41007025801001001S,-123.933670044,45.9806632996,53,1
5419,410079509004014,41007025804001001S002001A,41007025804001001S,-123.928222656,45.9808883667,2,1
5421,410079509005027,41007025807001001S001001A,41007025807001001S,-123.932258606,45.9806938171,1,1
5422,410079509004012,41007025814001001S002001A,41007025814001001S,-123.930671692,45.9807624817,2,1
5424,410079509004015,41007025815001001S001001A,41007025815001001S,-123.926773071,45.9808120728,1,1
5425,410079509004013,41007025818001001S002001A,41007025818001001S,-123.929244995,45.9807891846,2,1
5427,410079509005042,41007025819001001S001001A,41007025819001001S,-123.931266785,45.9807281494,1,1
5428,410079509005042,41007025828001001S001001A,41007025828001001S,-123.931694031,45.9806632996,1,1
5429,410079509004014,41007025830001001S002001A,41007025830001001S,-123.928276062,45.9807548523,2,1
5431,410079509004012,41007025831001001S001001A,41007025831001001S,-123.930267334,45.9806900024,1,1
5432,410079509004014,41007025840001001S005001A,41007025840001001S,-123.928733826,45.9806251526,5,1
5437,410079509004012,41007025841001001S001001A,41007025841001001S,-123.930717468,45.9806289673,1,1
5438,410079509004013,41007025848001001S003001A,41007025848001001S,-123.929290771,45.9806556702,3,1
5441,410079509005042,41007025849001001S001001A,41007025849001001S,-123.931312561,45.980594635,1,1
5442,410079509005042,41007025859001001S001001A,41007025859001001S,-123.931747437,45.9805297852,1,1
5443,410079509004014,41007025862001001S001001A,41007025862001001S,-123.928329468,45.9806251526,1,1
5444,410079509004012,41007025863001001S002001A,41007025863001001S,-123.93032074,45.980556488,2,1
5446,410079509005027,41007025865001001S001001A,41007025865001001S,-123.93245697,45.9804458618,1,1
5447,410079509005027,41007025871001001S001001A,41007025871001001S,-123.932266235,45.9804115295,1,1
5448,410079509004012,41007025872001001S001001A,41007025872001001S,-123.930770874,45.9804954529,1,1
5449,410079511003009,41007025874001001S001001A,41007025874001001S,-123.93447113,45.9804458618,1,1
5450,410079509005027,41007025875001001S001001A,41007025875001001S,-123.932769775,45.980430603,1,1
5451,410079509004013,41007025876001001S002001A,41007025876001001S,-123.929344177,45.9805221558,2,1
5453,410079509005042,41007025877001001S001001A,41007025877001001S,-123.931365967,45.9804611206,1,1
5454,410079509004015,41007025879001001S001001A,41007025879001001S,-123.926811218,45.9806060791,1,1
5455,410079509004009,41007025881001001S001001A,41007025881001001S,-123.927658081,45.9804916382,1,1
5456,410079509004013,41007025884001001S002001A,41007025884001001S,-123.929779053,45.9804611206,2,1
5458,410079509005042,41007025885001001S001001A,41007025885001001S,-123.931892395,45.980342865,1,1
5459,410079509004014,41007025887001001S003001A,41007025887001001S,-123.928375244,45.9804916382,3,1
5462,410079509004012,41007025888001001S002001A,41007025888001001S,-123.930374146,45.9804267883,2,1
5464,410079511001057,41007025890001001S001001A,41007025890001001S,-123.912086487,45.9796409607,1,1
5465,410079509005042,41007025892001001S001001A,41007025892001001S,-123.93170166,45.9803085327,1,1
5466,410079509004014,41007025894001001S003001A,41007025894001001S,-123.92881012,45.9804267883,3,1
5469,410079509004012,41007025895001001S001001A,41007025895001001S,-123.93082428,45.9803657532,1,1
5470,410079509004013,41007025896001001S001001A,41007025896001001S,-123.929397583,45.9803924561,1,1
5471,410079509005042,41007025897001001S001001A,41007025897001001S,-123.931541443,45.9802818298,1,1
5472,410079509004015,41007025899001001S001001A,41007025899001001S,-123.926818848,45.9804115295,1,1
5473,410079511003009,41007025901001001S001001A,41007025901001001S,-123.934005737,45.9803085327,1,1
5474,410079509005042,41007025905001001S001001A,41007025905001001S,-123.931350708,45.9802474976,1,1
5475,410079511003009,41007025908001001S001001A,41007025908001001S,-123.933906555,45.9802742004,1,1
5476,410079509004013,41007025910001001S002001A,41007025910001001S,-123.929832458,45.9803276062,2,1
5478,410079509004014,41007025912001001S003001A,41007025912001001S,-123.92842865,45.9803581238,3,1
5481,410079509004009,41007025913001001S001001A,41007025913001001S,-123.927696228,45.9803581238,1,1
5482,410079509004012,41007025914001001S003001A,41007025914001001S,-123.930427551,45.9802932739,3,1
5485,410079511003009,41007025916001001S001001A,41007025916001001S,-123.933807373,45.9802436829,1,1
5486,410079511001057,41007025918001001S001001A,41007025918001001S,-123.914558411,45.980758667,1,1
5487,410079509004014,41007025920001001S001001A,41007025920001001S,-123.928863525,45.9802970886,1,1
5488,410079509004012,41007025921001001S001001A,41007025921001001S,-123.930999756,45.9801826477,1,1
5489,410079511003009,41007025922001001S001001A,41007025922001001S,-123.933708191,45.9802131653,1,1
5490,410079509004013,41007025923001001S002001A,41007025923001001S,-123.929450989,45.9802589417,2,1
5492,410079511003009,41007025928001001S001001A,41007025928001001S,-123.933609009,45.9801826477,1,1
5493,410079509004012,41007025929001001S001001A,41007025929001001S,-123.930801392,45.9801483154,1,1
5494,410079509004009,41007025930001001S008001A,41007025930001001S,-123.927871704,45.9798583984,8,1
5502,410079509004013,41007025933001001S002001A,41007025933001001S,-123.929878235,45.9801940918,2,1
5504,410079509004015,41007025934001001S001001A,41007025934001001S,-123.9269104,45.9801597595,1,1
5505,410079511003009,41007025935001001S001001A,41007025935001001S,-123.933509827,45.9801521301,1,1
5506,410079509004014,41007025937001001S001001A,41007025937001001S,-123.928482056,45.9802284241,1,1
5507,410079509004012,41007025938001001S001001A,41007025938001001S,-123.930610657,45.9801139832,1,1
5508,410079511003009,41007025939001001S001001A,41007025939001001S,-123.93334198,45.980140686,1,1
5509,410079511003006,41007025942001001S001001A,41007025942001001S,-123.93283844,45.9800987244,1,1
5510,410079511001057,41007025944001001S001001A,41007025944001001S,-123.914543152,45.9797706604,1,1
5511,410079509004012,41007025945001001S002001A,41007025945001001S,-123.930404663,45.9800758362,2,1
5513,410079511003009,41007025946001001S001001A,41007025946001001S,-123.933372498,45.9801063538,1,1
5514,410079509004014,41007025948001001S002001A,41007025948001001S,-123.928916931,45.9801635742,2,1
5516,410079511003009,41007025949001001S001001A,41007025949001001S,-123.933906555,45.9800758362,1,1
5517,410079509004013,41007025951001001S003001A,41007025951001001S,-123.929504395,45.9801254272,3,1
5520,410079511003009,41007025952001001S001001A,41007025952001001S,-123.933403015,45.9800796509,1,1
5521,410079511003006,41007025955002002S001001A,41007025955002002S,-123.932914734,45.9800453186,1,1
5522,410079511003009,41007025956001001S001001A,41007025956001001S,-123.933807373,45.9800453186,1,1
5523,410079511003009,41007025957001001S001001A,41007025957001001S,-123.933441162,45.980052948,1,1
5524,410079511001069,41007025958001001S001001A,41007025958001001S,-123.926216125,45.9802093506,1,1
5525,410079511003009,41007025960001001S001001A,41007025960001001S,-123.93347168,45.9800262451,1,1
5526,410079509004013,41007025961001001S002001A,41007025961001001S,-123.930053711,45.980014801,2,1
5528,410079511003009,41007025962001001S001001A,41007025962001001S,-123.933708191,45.980014801,1,1
5529,410079511003006,41007025964001001S001001A,41007025964001001S,-123.932983398,45.9799995422,1,1
5530,410079511003009,41007025966001001S001001A,41007025966001001S,-123.933509827,45.9800033569,1,1
5531,410079511001067,41007025967001001S001001A,41007025967001001S,-123.925933838,45.9799003601,1,1
5532,410079511003009,41007025973001001S001001A,41007025973001001S,-123.934204102,45.97996521,1,1
5533,410079509004013,41007025974001001S002001A,41007025974001001S,-123.929862976,45.9799804688,2,1
5535,410079511003009,41007025976001001S001001A,41007025976001001S,-123.933555603,45.9799842834,1,1
5536,410079511003006,41007025978001001S001001A,41007025978001001S,-123.933052063,45.9799537659,1,1
5537,410079511003009,41007025980001001S001001A,41007025980001001S,-123.93359375,45.97996521,1,1
5538,410079511003009,41007025981001001S001001A,41007025981001001S,-123.93409729,45.9799499512,1,1
5539,410079509004014,41007025982001001S013001A,41007025982001001S,-123.928886414,45.979888916,13,1
5552,410079511003005,41007025984001001S002001A,41007025984001001S,-123.932022095,45.9799957275,2,1
5554,410079511003005,41007025985001001S002001A,41007025985001001S,-123.931793213,45.9798545837,2,1
5556,410079511003009,41007025987001001S001001A,41007025987001001S,-123.933990479,45.9799308777,1,1
5557,410079509004013,41007025988001001S002001A,41007025988001001S,-123.929672241,45.9799461365,2,1
5559,410079511003009,41007025992001001S001001A,41007025992001001S,-123.933883667,45.9799156189,1,1
5560,410079511003006,41007025993001001S001001A,41007025993001001S,-123.933120728,45.9799041748,1,1
5561,410079509004013,41007025998001001S002001A,41007025998001001S,-123.929481506,45.9799118042,2,1
5563,410079511003005,41007025999001001S002001A,41007025999001001S,-123.932044983,45.9799385071,2,1
5565,410079511003006,41007026004001001S001001A,41007026004001001S,-123.933204651,45.9798431396,1,1
5566,410079511003005,41007026005001001S001001A,41007026005001001S,-123.931533813,45.9797821045,1,1
5567,410079511003005,41007026006001001S002001A,41007026006001001S,-123.9322052,45.9798660278,2,1
5569,410079511003004,41007026011001001S002001A,41007026011001001S,-123.931152344,45.9797554016,2,1
5571,410079509004015,41007026015001001S001001A,41007026015001001S,-123.926986694,45.9798851013,1,1
5572,410079511003006,41007026016001001S001001A,41007026016001001S,-123.933235168,45.979763031,1,1
5573,410079511003004,41007026018001001S002001A,41007026018001001S,-123.930976868,45.9796981812,2,1
5575,410079511003009,41007026019001001S001001A,41007026019001001S,-123.934295654,45.979675293,1,1
5576,410079511003005,41007026020001001S001001A,41007026020001001S,-123.932258606,45.9797172546,1,1
5577,410079509004015,41007026021001001S001001A,41007026021001001S,-123.926773071,45.9798812866,1,1
5578,410079511003004,41007026026001001S008001A,41007026026001001S,-123.930671692,45.9796714783,8,1
5586,410079511003005,41007026027001001S001001A,41007026027001001S,-123.932403564,45.9796295166,1,1
5587,410079511003006,41007026028001001S001001A,41007026028001001S,-123.933265686,45.9796981812,1,1
5588,410079511003005,41007026030001001S001001A,41007026030001001S,-123.931861877,45.9796295166,1,1
5589,410079511003011,41007026033001001S001001A,41007026033001001S,-123.93384552,45.9795913696,1,1
5590,410079511003006,41007026035001001S001001A,41007026035001001S,-123.933288574,45.9796333313,1,1
5591,410079511003009,41007026036001001S001001A,41007026036001001S,-123.934387207,45.9794769287,1,1
5592,410079511003005,41007026038001001S001001A,41007026038001001S,-123.932540894,45.9795341492,1,1
5593,410079511003002,41007026040001001S001001A,41007026040001001S,-123.93019104,45.9795761108,1,1
5594,410079511003004,41007026041001001S001001A,41007026041001001S,-123.931182861,45.9795341492,1,1
5595,410079511003005,41007026043001001S001001A,41007026043001001S,-123.932022095,45.9794998169,1,1
5596,410079511003006,41007026045001001S001001A,41007026045001001S,-123.933311462,45.9795684814,1,1
5597,410079511003011,41007026049001001S001001A,41007026049001001S,-123.933914185,45.9794540405,1,1
5598,410079511003005,41007026050001001S001001A,41007026050001001S,-123.932685852,45.9794387817,1,1
5599,410079511003006,41007026052001001S001001A,41007026052001001S,-123.93334198,45.9794960022,1,1
5600,410079511003004,41007026056001001S001001A,41007026056001001S,-123.93132782,45.979434967,1,1
5601,410079511003004,41007026057001001S002001A,41007026057001001S,-123.930770874,45.9794197083,2,1
5603,410079511003005,41007026058001001S001001A,41007026058001001S,-123.932235718,45.9793586731,1,1
5604,410079511003005,41007026059001001S001001A,41007026059001001S,-123.932830811,45.9793434143,1,1
5605,410079511003011,41007026064001001S001001A,41007026064001001S,-123.933959961,45.9793205261,1,1
5606,410079511003004,41007026065001001S001001A,41007026065001001S,-123.931488037,45.9793243408,1,1
5607,410079511001067,41007026066001001S001001A,41007026066001001S,-123.926361084,45.9793930054,1,1
5608,410079511003005,41007026068001001S001001A,41007026068001001S,-123.932975769,45.9792518616,1,1
5609,410079511001067,41007026069001001S001001A,41007026069001001S,-123.925933838,45.979347229,1,1
5610,410079511003005,41007026072001001S001001A,41007026072001001S,-123.932418823,45.9792404175,1,1
5611,410079511003009,41007026074001001S001001A,41007026074001001S,-123.934707642,45.9791412354,1,1
5612,410079511003011,41007026076001001S001001A,41007026076001001S,-123.934013367,45.9791908264,1,1
5613,410079511003004,41007026077001001S001001A,41007026077001001S,-123.931053162,45.9792366028,1,1
5614,410079511003004,41007026078001001S001001A,41007026078001001S,-123.931686401,45.9791946411,1,1
5615,410079511003005,41007026080001001S002001A,41007026080001001S,-123.933113098,45.9791564941,2,1
5617,410079511003005,41007026082001001S001001A,41007026082001001S,-123.933303833,45.9790649414,1,1
5618,410079511003004,41007026083001001S001001A,41007026083001001S,-123.93119812,45.9791412354,1,1
5619,410079511003009,41007026084001001S001001A,41007026084001001S,-123.934761047,45.9790115356,1,1
5620,410079511003011,41007026085001001S001001A,41007026085001001S,-123.934074402,45.979057312,1,1
5621,410079511003004,41007026086001001S001001A,41007026086001001S,-123.931869507,45.9790725708,1,1
5622,410079511003005,41007026087001001S001001A,41007026087001001S,-123.932701111,45.9790534973,1,1
5623,410079511003002,41007026088001001S001001A,41007026088001001S,-123.930465698,45.979095459,1,1
5624,410079511003004,41007026089001001S001001A,41007026089001001S,-123.931411743,45.9790000916,1,1
5625,410079511003005,41007026090001001S001001A,41007026090001001S,-123.933494568,45.9789390564,1,1
5626,410079511003005,41007026093001001S001001A,41007026093001001S,-123.932861328,45.9789466858,1,1
5627,410079511003002,41007026094001001S001001A,41007026094001001S,-123.93057251,45.9790267944,1,1
5628,410079511003004,41007026096001001S001001A,41007026096001001S,-123.932037354,45.9789619446,1,1
5629,410079511003011,41007026098001001S001001A,41007026098001001S,-123.934143066,45.9788970947,1,1
5630,410079511003002,41007026099001001S001001A,41007026099001001S,-123.930679321,45.9789543152,1,1
5631,410079511001069,41007026100001001S001001A,41007026100001001S,-123.926353455,45.9790496826,1,1
5632,410079511003005,41007026101001001S001001A,41007026101001001S,-123.933105469,45.9788284302,1,1
5633,410079511003004,41007026103001001S001001A,41007026103001001S,-123.932189941,45.9788627625,1,1
5634,410079511003004,41007026106001001S001001A,41007026106001001S,-123.931732178,45.9787864685,1,1
5635,410079511003002,41007026108001001S001001A,41007026108001001S,-123.930786133,45.9788818359,1,1
5636,410079511003005,41007026110001001S001001A,41007026110001001S,-123.933654785,45.9788017273,1,1
5637,410079511003011,41007026111001001S001001A,41007026111001001S,-123.93421936,45.978767395,1,1
5638,410079511003004,41007026113001001S001001A,41007026113001001S,-123.932342529,45.9787521362,1,1
5639,410079511003002,41007026114001001S001001A,41007026114001001S,-123.930892944,45.9788131714,1,1
5640,410079511003005,41007026115001001S001001A,41007026115001001S,-123.933326721,45.9787139893,1,1
5641,410079511003009,41007026118001001S001001A,41007026118001001S,-123.9349823,45.9786338806,1,1
5642,410079511003002,41007026122001001S001001A,41007026122001001S,-123.930999756,45.9787406921,1,1
5643,410079511003005,41007026123001001S001001A,41007026123001001S,-123.933677673,45.9785804749,1,1
5644,410079511003004,41007026124001001S001001A,41007026124001001S,-123.932533264,45.9786453247,1,1
5645,410079511003005,41007026125001001S001001A,41007026125001001S,-123.933486938,45.9786338806,1,1
5646,410079511003011,41007026126001001S001001A,41007026126001001S,-123.934295654,45.9786376953,1,1
5647,410079511001067,41007026127001001S001001A,41007026127001001S,-123.926490784,45.9786643982,1,1
5648,410079511003002,41007026129001001S001001A,41007026129001001S,-123.931114197,45.9786643982,1,1
5649,410079511003004,41007026132001001S001001A,41007026132001001S,-123.932014465,45.9785995483,1,1
5650,410079511003004,41007026133001001S001001A,41007026133001001S,-123.932754517,45.9785308838,1,1
5651,410079511003005,41007026135001001S001001A,41007026135001001S,-123.933807373,45.9784698486,1,1
5652,410079511003011,41007026136001001S001001A,41007026136001001S,-123.934387207,45.9785118103,1,1
5653,410079511003002,41007026137001001S001001A,41007026137001001S,-123.931236267,45.9785804749,1,1
5654,410079511003004,41007026139001001S001001A,41007026139001001S,-123.932258606,45.9784431458,1,1
5655,410079511003002,41007026141001001S001001A,41007026141001001S,-123.931388855,45.9784812927,1,1
5656,410079511003004,41007026142001001S001001A,41007026142001001S,-123.932975769,45.9784202576,1,1
5657,410079511001057,41007026143001001S001001A,41007026143001001S,-123.915534973,45.9789047241,1,1
5658,410079511003011,41007026144001001S001001A,41007026144001001S,-123.93447876,45.9783859253,1,1
5659,410079511003005,41007026145001001S001001A,41007026145001001S,-123.933990479,45.9783172607,1,1
5660,410079511003004,41007026149001001S001001A,41007026149001001S,-123.933166504,45.9783210754,1,1
5661,410079511003004,41007026150001001S001001A,41007026150001001S,-123.932518005,45.9783096313,1,1
5662,410079511003004,41007026151001001S001001A,41007026151001001S,-123.933326721,45.9782409668,1,1
5663,410079511003004,41007026156001001S001001A,41007026156001001S,-123.932746887,45.9781990051,1,1
5664,410079511003002,41007026157001001S001001A,41007026157001001S,-123.931739807,45.9782409668,1,1
5665,410079511003003,41007026159001001S002001A,41007026159001001S,-123.934669495,45.9781036377,2,1
5667,410079511003004,41007026160001001S001001A,41007026160001001S,-123.933486938,45.9781608582,1,1
5668,410079511001057,41007026162001001S001001A,41007026162001001S,-123.91456604,45.9785919189,1,1
5669,410079511003002,41007026164001001S001001A,41007026164001001S,-123.931846619,45.9781684875,1,1
5670,410079511003004,41007026166001001S001001A,41007026166001001S,-123.932929993,45.978099823,1,1
5671,410079511003004,41007026167001001S001001A,41007026167001001S,-123.933685303,45.9780578613,1,1
5672,410079511001067,41007026169001001S001001A,41007026169001001S,-123.92666626,45.9782295227,1,1
5673,410079511001058,41007026170001001S002001A,41007026170001001S,-123.915718079,45.9781837463,2,1
5675,410079511003002,41007026171001001S001001A,41007026171001001S,-123.931968689,45.9781112671,1,1
5676,410079511001057,41007026173001001S001001A,41007026173001001S,-123.912254333,45.9778366089,1,1
5677,410079511003004,41007026174001001S001001A,41007026174001001S,-123.93309021,45.9780197144,1,1
5678,410079511003002,41007026175001001S001001A,41007026175001001S,-123.932090759,45.9780502319,1,1
5679,410079511001067,41007026176001001S001001A,41007026176001001S,-123.926307678,45.9781951904,1,1
5680,410079511003004,41007026177001001S001001A,41007026177001001S,-123.933959961,45.9779167175,1,1
5681,410079511003002,41007026179001001S001001A,41007026179001001S,-123.9322052,45.9779891968,1,1
5682,410079511003003,41007026180001001S001001A,41007026180001001S,-123.934806824,45.9779205322,1,1
5683,410079511003004,41007026181001001S001001A,41007026181001001S,-123.933288574,45.9779205322,1,1
5684,410079511003002,41007026183001001S001001A,41007026183001001S,-123.932327271,45.9779319763,1,1
5685,410079511003004,41007026185001001S001001A,41007026185001001S,-123.933532715,45.9777984619,1,1
5686,410079511003004,41007026186001001S001001A,41007026186001001S,-123.934234619,45.9777755737,1,1
5687,410079511003003,41007026187001001S001001A,41007026187001001S,-123.934890747,45.9777984619,1,1
5688,410079511001067,41007026188001001S003001A,41007026188001001S,-123.926803589,45.9777145386,3,1
5691,410079511003004,41007026190001001S001001A,41007026190001001S,-123.933731079,45.9776954651,1,1
5692,410079511003004,41007026191001001S004001A,41007026191001001S,-123.93447113,45.9776191711,4,1
5696,410079511003003,41007026194001001S001001A,41007026194001001S,-123.9349823,45.9776763916,1,1
5697,410079511003004,41007026197001001S001001A,41007026197001001S,-123.933883667,45.9776153564,1,1
5698,410079511003009,41007026200001001S001001A,41007026200001001S,-123.935775757,45.9774971008,1,1
5699,410079511003003,41007026201001001S001001A,41007026201001001S,-123.935073853,45.9775543213,1,1
5700,410079511003004,41007026202001001S001001A,41007026202001001S,-123.934043884,45.9775352478,1,1
5701,410079511003004,41007026205001001S001001A,41007026205001001S,-123.934204102,45.9774551392,1,1
5702,410079511003003,41007026206001001S001001A,41007026206001001S,-123.935211182,45.9773712158,1,1
